old,new,kind,status,note
/es/2013/08/software-kanban-games/fixed-date-story-cards/feed/,/2013/08/software-kanban-games/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2013/08/software-kanban-games/standard-story-cards/,/2013/08/software-kanban-games/,vertaald:attachment,REDIRECT,301 · 1 hop
/es/2013/08/software-kanban-games/standard-story-cards/feed/,/2013/08/software-kanban-games/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2013/09/leadership-magic-trick/,/2013/09/leadership-magic-trick/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2013/09/leadership-magic-trick/feed/,/2013/09/leadership-magic-trick/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2013/09/line-up/,/2013/09/line-up/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2013/09/line-up/feed/,/2013/09/line-up/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2013/09/mind-reading/,/2013/09/mind-reading/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2013/09/mind-reading/comment-page-1/,/2013/09/mind-reading/,vertaald:reactiepagina,REDIRECT,301 · 1 hop
/es/2013/09/mind-reading/feed/,/2013/09/mind-reading/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2013/09/mind-reading/mind-reader-game-elinor-slomba-with-independent-software-team/,/2013/09/mind-reading/,vertaald:attachment,REDIRECT,301 · 1 hop
/es/2013/09/mind-reading/mind-reader-game-elinor-slomba-with-independent-software-team/feed/,/2013/09/mind-reading/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2013/10/a-day-in-the-perfect-company-movie/,/2013/10/a-day-in-the-perfect-company-movie/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2013/10/a-day-in-the-perfect-company-movie/feed/,/2013/10/a-day-in-the-perfect-company-movie/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2013/11/mobile-introspection-aka-opening-your-curatorial-eye/,/2013/11/mobile-introspection-aka-opening-your-curatorial-eye/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2013/11/mobile-introspection-aka-opening-your-curatorial-eye/feed/,/2013/11/mobile-introspection-aka-opening-your-curatorial-eye/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2013/11/three-projects-three-experiments/,/2013/11/three-projects-three-experiments/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2013/11/three-projects-three-experiments/feed/,/2013/11/three-projects-three-experiments/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2013/12/2014-san-jose-budget-games/,/2013/12/2014-san-jose-budget-games/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2013/12/2014-san-jose-budget-games/feed/,/2013/12/2014-san-jose-budget-games/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2013/12/values-advocacy/,/2013/12/values-advocacy/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2013/12/values-advocacy/feed/,/2013/12/values-advocacy/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/01/christmas-lucky-dip-game-with-a-twist-energise-your-christmas-party/,/2014/01/christmas-lucky-dip-game-with-a-twist-energise-your-christmas-party/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/01/christmas-lucky-dip-game-with-a-twist-energise-your-christmas-party/comment-page-1/,/2014/01/christmas-lucky-dip-game-with-a-twist-energise-your-christmas-party/,vertaald:reactiepagina,REDIRECT,301 · 1 hop
/es/2014/01/christmas-lucky-dip-game-with-a-twist-energise-your-christmas-party/feed/,/2014/01/christmas-lucky-dip-game-with-a-twist-energise-your-christmas-party/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/01/scrum-roles-and-responsibilities-game/,/2014/01/scrum-roles-and-responsibilities-game/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/01/scrum-roles-and-responsibilities-game/comment-page-1/,/2014/01/scrum-roles-and-responsibilities-game/,vertaald:reactiepagina,REDIRECT,301 · 1 hop
/es/2014/01/scrum-roles-and-responsibilities-game/feed/,/2014/01/scrum-roles-and-responsibilities-game/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/02/card-in-a-sealed-envelope/,/2014/02/card-in-a-sealed-envelope/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/02/card-in-a-sealed-envelope/feed/,/2014/02/card-in-a-sealed-envelope/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/02/matching-values/,/2014/02/matching-values/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/02/matching-values/feed/,/2014/02/matching-values/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/02/means-first-then-states/,/2014/02/means-first-then-states/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/02/means-first-then-states/feed/,/2014/02/means-first-then-states/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/03/the-sandwich-retrospective/,/2014/03/the-sandwich-retrospective/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/03/the-sandwich-retrospective/feed/,/2014/03/the-sandwich-retrospective/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/05/ball-flow-game/,/2014/05/ball-flow-game/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/05/ball-flow-game/feed/,/2014/05/ball-flow-game/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/05/lego-flow-game/,/2014/05/lego-flow-game/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/05/lego-flow-game/feed/,/2014/05/lego-flow-game/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/05/the-product-owner-role/,/2014/05/the-product-owner-role/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/05/the-product-owner-role/feed/,/2014/05/the-product-owner-role/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/06/defining-done/,/2014/06/defining-done/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/06/defining-done/comment-page-1/,/2014/06/defining-done/,vertaald:reactiepagina,REDIRECT,301 · 1 hop
/es/2014/06/defining-done/feed/,/2014/06/defining-done/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/06/epic-bedtime-story/,/2014/06/epic-bedtime-story/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/06/epic-bedtime-story/feed/,/2014/06/epic-bedtime-story/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/06/the-rocket-retrospective/,/2014/06/the-rocket-retrospective/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/06/the-rocket-retrospective/comment-page-1/,/2014/06/the-rocket-retrospective/,vertaald:reactiepagina,REDIRECT,301 · 1 hop
/es/2014/06/the-rocket-retrospective/feed/,/2014/06/the-rocket-retrospective/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/07/project-snapper-an-inception-value-realisation-game/,/2014/07/project-snapper-an-inception-value-realisation-game/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/07/project-snapper-an-inception-value-realisation-game/feed/,/2014/07/project-snapper-an-inception-value-realisation-game/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/07/scrumheads-the-daily-scrum-game/,/2014/07/scrumheads-the-daily-scrum-game/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/07/scrumheads-the-daily-scrum-game/feed/,/2014/07/scrumheads-the-daily-scrum-game/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/07/sudokuban-a-kanban-in-action-game-in-puzzles/,/2014/07/sudokuban-a-kanban-in-action-game-in-puzzles/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/07/sudokuban-a-kanban-in-action-game-in-puzzles/feed/,/2014/07/sudokuban-a-kanban-in-action-game-in-puzzles/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/07/the-cultural-radars/,/2014/07/the-cultural-radars/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/07/the-cultural-radars/feed/,/2014/07/the-cultural-radars/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/08/cynefin-with-the-team-drawer/,/2014/08/cynefin-with-the-team-drawer/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/08/cynefin-with-the-team-drawer/feed/,/2014/08/cynefin-with-the-team-drawer/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/08/the-newlywed-game/,/2014/08/the-newlywed-game/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/08/the-newlywed-game/comment-page-1/,/2014/08/the-newlywed-game/,vertaald:reactiepagina,REDIRECT,301 · 1 hop
/es/2014/08/the-newlywed-game/feed/,/2014/08/the-newlywed-game/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/09/new-kanban-simulation-game-featureban/,/2014/09/new-kanban-simulation-game-featureban/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/09/new-kanban-simulation-game-featureban/feed/,/2014/09/new-kanban-simulation-game-featureban/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/09/the-estimation-quest/,/2014/09/the-estimation-quest/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/09/the-estimation-quest/feed/,/2014/09/the-estimation-quest/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/10/fellowship-of-the-goal-gamify-the-cardwall/,/2014/10/fellowship-of-the-goal-gamify-the-cardwall/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/10/fellowship-of-the-goal-gamify-the-cardwall/feed/,/2014/10/fellowship-of-the-goal-gamify-the-cardwall/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/10/team-responsibility-game/,/2014/10/team-responsibility-game/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/10/team-responsibility-game/comment-page-1/,/2014/10/team-responsibility-game/,vertaald:reactiepagina,REDIRECT,301 · 1 hop
/es/2014/10/team-responsibility-game/feed/,/2014/10/team-responsibility-game/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/10/the-planning-quest/,/2014/10/the-planning-quest/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/10/the-planning-quest/feed/,/2014/10/the-planning-quest/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/11/the-zmey-planning/,/2014/11/the-zmey-planning/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/11/the-zmey-planning/feed/,/2014/11/the-zmey-planning/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/11/user-stories-vs-requirements/,/2014/11/user-stories-vs-requirements/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/11/user-stories-vs-requirements/comment-page-1/,/2014/11/user-stories-vs-requirements/,vertaald:reactiepagina,REDIRECT,301 · 1 hop
/es/2014/11/user-stories-vs-requirements/feed/,/2014/11/user-stories-vs-requirements/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/12/team-trust-canvas/,/2014/12/team-trust-canvas/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/12/team-trust-canvas/feed/,/2014/12/team-trust-canvas/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/12/team-trust-canvas/team-trust-canvas-eng/,/2014/12/team-trust-canvas/,vertaald:attachment,REDIRECT,301 · 1 hop
/es/2014/12/team-trust-canvas/team-trust-canvas-eng/feed/,/2014/12/team-trust-canvas/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2014/12/the-fatware-matrix/,/2014/12/the-fatware-matrix/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2014/12/the-fatware-matrix/feed/,/2014/12/the-fatware-matrix/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/01/hold-the-ball-longer-stronger-together/,/2015/01/hold-the-ball-longer-stronger-together/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/01/hold-the-ball-longer-stronger-together/comment-page-1/,/2015/01/hold-the-ball-longer-stronger-together/,vertaald:reactiepagina,REDIRECT,301 · 1 hop
/es/2015/01/hold-the-ball-longer-stronger-together/feed/,/2015/01/hold-the-ball-longer-stronger-together/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/01/hold-the-ball-longer-stronger-together/image-for-3-2-section/,/2015/01/hold-the-ball-longer-stronger-together/,vertaald:attachment,REDIRECT,301 · 1 hop
/es/2015/01/hold-the-ball-longer-stronger-together/image-for-3-2-section/feed/,/2015/01/hold-the-ball-longer-stronger-together/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/01/hold-the-ball-longer-stronger-together/image-for-5-2-section/,/2015/01/hold-the-ball-longer-stronger-together/,vertaald:attachment,REDIRECT,301 · 1 hop
/es/2015/01/hold-the-ball-longer-stronger-together/image-for-5-2-section/feed/,/2015/01/hold-the-ball-longer-stronger-together/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/01/hold-the-ball-longer-stronger-together/image-for-6-3-section/,/2015/01/hold-the-ball-longer-stronger-together/,vertaald:attachment,REDIRECT,301 · 1 hop
/es/2015/01/hold-the-ball-longer-stronger-together/image-for-6-3-section/feed/,/2015/01/hold-the-ball-longer-stronger-together/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/01/product-owner-challenge/,/2015/01/product-owner-challenge/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/01/product-owner-challenge/feed/,/2015/01/product-owner-challenge/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/01/story-cube-time-line/,/2015/01/story-cube-time-line/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/01/story-cube-time-line/feed/,/2015/01/story-cube-time-line/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/01/the-battle-of-the-retrospectives/,/2015/01/the-battle-of-the-retrospectives/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/01/the-battle-of-the-retrospectives/feed/,/2015/01/the-battle-of-the-retrospectives/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/02/face-facts/,/2015/02/face-facts/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/02/face-facts/feed/,/2015/02/face-facts/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/02/scrumble-an-agile-board-game/,/2015/02/scrumble-an-agile-board-game/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/02/the-workplace-equations/,/2015/02/the-workplace-equations/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/02/the-workplace-equations/feed/,/2015/02/the-workplace-equations/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/02/video-scrum/,/2015/02/video-scrum/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/02/video-scrum/comment-page-1/,/2015/02/video-scrum/,vertaald:reactiepagina,REDIRECT,301 · 1 hop
/es/2015/02/video-scrum/feed/,/2015/02/video-scrum/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/03/a-day-at-the-movies/,/2015/03/a-day-at-the-movies/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/03/a-day-at-the-movies/feed/,/2015/03/a-day-at-the-movies/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/03/the-teamwork-oscars/,/2015/03/the-teamwork-oscars/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/03/the-teamwork-oscars/feed/,/2015/03/the-teamwork-oscars/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/04/mytoy-agile-product-development-game/,/2015/04/mytoy-agile-product-development-game/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/04/mytoy-agile-product-development-game/feed/,/2015/04/mytoy-agile-product-development-game/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/04/play4agile-north-america-sept-11-13-2015/,/2015/04/play4agile-north-america-sept-11-13-2015/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/04/play4agile-north-america-sept-11-13-2015/feed/,/2015/04/play4agile-north-america-sept-11-13-2015/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/05/4729/,/2015/05/4729/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/05/4729/feed/,/2015/05/4729/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/05/4729/telestrations-2/,/2015/05/4729/,vertaald:attachment,REDIRECT,301 · 1 hop
/es/2015/05/4729/telestrations-2/feed/,/2015/05/4729/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/05/agile-clock/,/2015/05/agile-clock/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/05/agile-clock/comment-page-1/,/2015/05/agile-clock/,vertaald:reactiepagina,REDIRECT,301 · 1 hop
/es/2015/05/agile-clock/feed/,/2015/05/agile-clock/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/05/weekend-escape/,/2015/05/weekend-escape/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/05/weekend-escape/feed/,/2015/05/weekend-escape/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/07/agile-scrum-framework-at-glance/,/2015/07/agile-scrum-framework-at-glance/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/07/agile-scrum-framework-at-glance/feed/,/2015/07/agile-scrum-framework-at-glance/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/07/more-meaningful-stories/,/2015/07/more-meaningful-stories/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/07/more-meaningful-stories/comment-page-1/,/2015/07/more-meaningful-stories/,vertaald:reactiepagina,REDIRECT,301 · 1 hop
/es/2015/07/more-meaningful-stories/feed/,/2015/07/more-meaningful-stories/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/07/penny-flow/,/2015/07/penny-flow/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/07/penny-flow/comment-page-1/,/2015/07/penny-flow/,vertaald:reactiepagina,REDIRECT,301 · 1 hop
/es/2015/07/penny-flow/feed/,/2015/07/penny-flow/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/08/kanban-pizza-game/,/2015/08/kanban-pizza-game/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/08/one-word-retrospective-game/,/2015/08/one-word-retrospective-game/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/08/one-word-retrospective-game/comment-page-1/,/2015/08/one-word-retrospective-game/,vertaald:reactiepagina,REDIRECT,301 · 1 hop
/es/2015/08/one-word-retrospective-game/feed/,/2015/08/one-word-retrospective-game/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/08/retrospective-darts/,/2015/08/retrospective-darts/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/08/retrospective-darts/feed/,/2015/08/retrospective-darts/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/08/the-bicycle-game/,/2015/08/the-bicycle-game/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/08/the-bicycle-game/feed/,/2015/08/the-bicycle-game/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/09/scrumgauntlet/,/2015/09/scrumgauntlet/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/09/scrumgauntlet/gauntletreqs/,/2015/09/scrumgauntlet/,vertaald:attachment,REDIRECT,301 · 1 hop
/es/2015/09/scrumgauntlet/gauntletreqs/feed/,/2015/09/scrumgauntlet/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/09/scrumgauntlet/positioning-2/,/2015/09/scrumgauntlet/,vertaald:attachment,REDIRECT,301 · 1 hop
/es/2015/09/scrumgauntlet/positioning-2/feed/,/2015/09/scrumgauntlet/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/09/scrumgauntlet/todototest/,/2015/09/scrumgauntlet/,vertaald:attachment,REDIRECT,301 · 1 hop
/es/2015/09/scrumgauntlet/todototest/feed/,/2015/09/scrumgauntlet/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/09/spreadsheet-craftsmanship/,/2015/09/spreadsheet-craftsmanship/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/10/4-ls/,/2015/10/4-ls/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/10/4-ls/4ls/,/2015/10/4-ls/,vertaald:attachment,REDIRECT,301 · 1 hop
/es/2015/10/4-ls/feed/,/2015/10/4-ls/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/10/jargonbust/,/2015/10/jargonbust/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/10/jargonbust/feed/,/2015/10/jargonbust/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/11/silent-collaboration/,/2015/11/silent-collaboration/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/11/silent-collaboration/feed/,/2015/11/silent-collaboration/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/12/this-sprint-future-o-spective-with-santa-claus/,/2015/12/this-sprint-future-o-spective-with-santa-claus/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2015/12/this-sprint-future-o-spective-with-santa-claus/feed/,/2015/12/this-sprint-future-o-spective-with-santa-claus/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2015/12/this-sprint-future-o-spective-with-santa-claus/wp_20151216_003/,/2015/12/this-sprint-future-o-spective-with-santa-claus/,vertaald:attachment,REDIRECT,301 · 1 hop
/es/2016/01/daily-stand-up-simulation/,/2016/01/daily-stand-up-simulation/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2016/01/daily-stand-up-simulation/comment-page-1/,/2016/01/daily-stand-up-simulation/,vertaald:reactiepagina,REDIRECT,301 · 1 hop
/es/2016/01/daily-stand-up-simulation/feed/,/2016/01/daily-stand-up-simulation/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2016/01/hitting-the-target-business-value-in-mission-focused-organizations/,/2016/01/hitting-the-target-business-value-in-mission-focused-organizations/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2016/01/hitting-the-target-business-value-in-mission-focused-organizations/feed/,/2016/01/hitting-the-target-business-value-in-mission-focused-organizations/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2016/01/the-job-title-game/,/2016/01/the-job-title-game/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2016/01/the-job-title-game/feed/,/2016/01/the-job-title-game/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2016/02/iterative-incremental-big-bang-2/,/2016/02/iterative-incremental-big-bang-2/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2016/02/iterative-incremental-big-bang-2/comment-page-1/,/2016/02/iterative-incremental-big-bang-2/,vertaald:reactiepagina,REDIRECT,301 · 1 hop
/es/2016/02/iterative-incremental-big-bang-2/feed/,/2016/02/iterative-incremental-big-bang-2/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2016/02/the-misemotions-game/,/2016/02/the-misemotions-game/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2016/02/the-misemotions-game/feed/,/2016/02/the-misemotions-game/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2016/02/the-roast/,/2016/02/the-roast/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2016/02/the-roast/feed/,/2016/02/the-roast/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2016/02/try-or-die-the-x-periment/,/2016/02/try-or-die-the-x-periment/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2016/02/try-or-die-the-x-periment/comment-page-1/,/2016/02/try-or-die-the-x-periment/,vertaald:reactiepagina,REDIRECT,301 · 1 hop
/es/2016/02/try-or-die-the-x-periment/feed/,/2016/02/try-or-die-the-x-periment/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2016/03/agile-jenga-testing-game/,/2016/03/agile-jenga-testing-game/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2016/03/agile-jenga-testing-game/feed/,/2016/03/agile-jenga-testing-game/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2016/04/play4agile-north-america-2016-sept-9-11/,/2016/04/play4agile-north-america-2016-sept-9-11/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2016/04/play4agile-north-america-2016-sept-9-11/feed/,/2016/04/play4agile-north-america-2016-sept-9-11/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2016/05/5668/,/2016/05/5668/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2016/05/5668/comment-page-1/,/2016/05/5668/,vertaald:reactiepagina,REDIRECT,301 · 1 hop
/es/2016/05/5668/feed/,/2016/05/5668/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2016/05/n-listen/,/2016/05/n-listen/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2016/05/n-listen/feed/,/2016/05/n-listen/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2016/05/personal-space-workshop/,/2016/05/personal-space-workshop/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2016/05/personal-space-workshop/feed/,/2016/05/personal-space-workshop/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2016/05/throw-the-cat-and-other-objects/,/2016/05/throw-the-cat-and-other-objects/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2016/05/throw-the-cat-and-other-objects/feed/,/2016/05/throw-the-cat-and-other-objects/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2016/06/first-things-first/,/2016/06/first-things-first/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2016/06/first-things-first/feed/,/2016/06/first-things-first/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2016/06/judgement-juggler/,/2016/06/judgement-juggler/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2016/06/judgement-juggler/comment-page-1/,/2016/06/judgement-juggler/,vertaald:reactiepagina,REDIRECT,301 · 1 hop
/es/2016/06/judgement-juggler/feed/,/2016/06/judgement-juggler/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2016/06/paint-the-story-point/,/2016/06/paint-the-story-point/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2016/06/paint-the-story-point/comment-page-1/,/2016/06/paint-the-story-point/,vertaald:reactiepagina,REDIRECT,301 · 1 hop
/es/2016/06/paint-the-story-point/feed/,/2016/06/paint-the-story-point/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2016/06/scrum-card-game/,/2016/06/scrum-card-game/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2016/06/scrum-values-roles-card-game/,/2016/06/scrum-values-roles-card-game/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2016/06/scrum-values-roles-card-game/cardset/,/2016/06/scrum-values-roles-card-game/,vertaald:attachment,REDIRECT,301 · 1 hop
/es/2016/06/scrum-values-roles-card-game/comment-page-1/,/2016/06/scrum-values-roles-card-game/,vertaald:reactiepagina,REDIRECT,301 · 1 hop
/es/2016/06/the-agile-mindset-workshop/,/2016/06/the-agile-mindset-workshop/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2016/06/the-agile-mindset-workshop/feed/,/2016/06/the-agile-mindset-workshop/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2016/07/nexus-zoo-a-scaling-simulator/,/2016/07/nexus-zoo-a-scaling-simulator/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2016/07/nexus-zoo-a-scaling-simulator/feed/,/2016/07/nexus-zoo-a-scaling-simulator/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2016/07/nexus-zoo-a-scaling-simulator/nexuszoo/,/2016/07/nexus-zoo-a-scaling-simulator/,vertaald:attachment,REDIRECT,301 · 1 hop
/es/2016/07/scrum-simulation-with-minecraft/,/2016/07/scrum-simulation-with-minecraft/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2016/08/pitfalls-possibilities/,/2016/08/pitfalls-possibilities/,vertaald:artikel,REDIRECT,301 · 1 hop
/es/2016/08/pitfalls-possibilities/feed/,/2016/08/pitfalls-possibilities/,vertaald:feed,REDIRECT,301 · 1 hop
/es/2016/08/story-cubes-retrospective/,/2016/08/story-cubes-retrospective/,vertaald:artikel,REDIRECT,301 · 1 hop
