from,to,status,reason
/es/2014/12/team-trust-canvas/,/2014/12/team-trust-canvas/,301,vertaalde fallback
/es/2014/12/team-trust-canvas/feed/,/2014/12/team-trust-canvas/,301,attachmentpagina
/es/2014/12/team-trust-canvas/team-trust-canvas-eng/,/2014/12/team-trust-canvas/,301,attachmentpagina
/es/2014/12/team-trust-canvas/team-trust-canvas-eng/feed/,/2014/12/team-trust-canvas/,301,attachmentpagina
/es/2014/12/the-fatware-matrix/,/2014/12/the-fatware-matrix/,301,vertaalde fallback
/es/2014/12/the-fatware-matrix/feed/,/2014/12/the-fatware-matrix/,301,attachmentpagina
/es/2015/01/hold-the-ball-longer-stronger-together/,/2015/01/hold-the-ball-longer-stronger-together/,301,vertaalde fallback
/es/2015/01/hold-the-ball-longer-stronger-together/comment-page-1/,/2015/01/hold-the-ball-longer-stronger-together/,301,attachmentpagina
/es/2015/01/hold-the-ball-longer-stronger-together/feed/,/2015/01/hold-the-ball-longer-stronger-together/,301,attachmentpagina
/es/2015/01/hold-the-ball-longer-stronger-together/image-for-3-2-section/,/2015/01/hold-the-ball-longer-stronger-together/,301,attachmentpagina
/es/2015/01/hold-the-ball-longer-stronger-together/image-for-3-2-section/feed/,/2015/01/hold-the-ball-longer-stronger-together/,301,attachmentpagina
/es/2015/01/hold-the-ball-longer-stronger-together/image-for-5-2-section/,/2015/01/hold-the-ball-longer-stronger-together/,301,attachmentpagina
/es/2015/01/hold-the-ball-longer-stronger-together/image-for-5-2-section/feed/,/2015/01/hold-the-ball-longer-stronger-together/,301,attachmentpagina
/es/2015/01/hold-the-ball-longer-stronger-together/image-for-6-3-section/,/2015/01/hold-the-ball-longer-stronger-together/,301,attachmentpagina
/es/2015/01/hold-the-ball-longer-stronger-together/image-for-6-3-section/feed/,/2015/01/hold-the-ball-longer-stronger-together/,301,attachmentpagina
/es/2015/01/product-owner-challenge/,/2015/01/product-owner-challenge/,301,vertaalde fallback
/es/2015/01/product-owner-challenge/feed/,/2015/01/product-owner-challenge/,301,attachmentpagina
/es/2015/01/story-cube-time-line/,/2015/01/story-cube-time-line/,301,vertaalde fallback
/es/2015/01/story-cube-time-line/feed/,/2015/01/story-cube-time-line/,301,attachmentpagina
/es/2015/01/the-battle-of-the-retrospectives/,/2015/01/the-battle-of-the-retrospectives/,301,vertaalde fallback
/es/2015/01/the-battle-of-the-retrospectives/feed/,/2015/01/the-battle-of-the-retrospectives/,301,attachmentpagina
/es/2015/02/face-facts/,/2015/02/face-facts/,301,vertaalde fallback
/es/2015/02/face-facts/feed/,/2015/02/face-facts/,301,attachmentpagina
/es/2015/02/scrumble-an-agile-board-game/,/2015/02/scrumble-an-agile-board-game/,301,vertaalde fallback
/es/2015/02/the-workplace-equations/,/2015/02/the-workplace-equations/,301,vertaalde fallback
/es/2015/02/the-workplace-equations/feed/,/2015/02/the-workplace-equations/,301,attachmentpagina
/es/2015/02/video-scrum/,/2015/02/video-scrum/,301,vertaalde fallback
/es/2015/02/video-scrum/comment-page-1/,/2015/02/video-scrum/,301,attachmentpagina
/es/2015/02/video-scrum/feed/,/2015/02/video-scrum/,301,attachmentpagina
/es/2015/03/a-day-at-the-movies/,/2015/03/a-day-at-the-movies/,301,vertaalde fallback
/es/2015/03/a-day-at-the-movies/feed/,/2015/03/a-day-at-the-movies/,301,attachmentpagina
/es/2015/03/the-teamwork-oscars/,/2015/03/the-teamwork-oscars/,301,vertaalde fallback
/es/2015/03/the-teamwork-oscars/feed/,/2015/03/the-teamwork-oscars/,301,attachmentpagina
/es/2015/04/mytoy-agile-product-development-game/,/2015/04/mytoy-agile-product-development-game/,301,vertaalde fallback
/es/2015/04/mytoy-agile-product-development-game/feed/,/2015/04/mytoy-agile-product-development-game/,301,attachmentpagina
/es/2015/04/play4agile-north-america-sept-11-13-2015/,/2015/04/play4agile-north-america-sept-11-13-2015/,301,vertaalde fallback
/es/2015/04/play4agile-north-america-sept-11-13-2015/feed/,/2015/04/play4agile-north-america-sept-11-13-2015/,301,attachmentpagina
/es/2015/05/4729/,/2015/05/4729/,301,vertaalde fallback
/es/2015/05/4729/feed/,/2015/05/4729/,301,attachmentpagina
/es/2015/05/4729/telestrations-2/,/2015/05/4729/,301,attachmentpagina
/es/2015/05/4729/telestrations-2/feed/,/2015/05/4729/,301,attachmentpagina
/es/2015/05/agile-clock/,/2015/05/agile-clock/,301,vertaalde fallback
/es/2015/05/agile-clock/comment-page-1/,/2015/05/agile-clock/,301,attachmentpagina
/es/2015/05/agile-clock/feed/,/2015/05/agile-clock/,301,attachmentpagina
/es/2015/05/weekend-escape/,/2015/05/weekend-escape/,301,vertaalde fallback
/es/2015/05/weekend-escape/feed/,/2015/05/weekend-escape/,301,attachmentpagina
/es/2015/07/agile-scrum-framework-at-glance/,/2015/07/agile-scrum-framework-at-glance/,301,vertaalde fallback
/es/2015/07/agile-scrum-framework-at-glance/feed/,/2015/07/agile-scrum-framework-at-glance/,301,attachmentpagina
/es/2015/07/more-meaningful-stories/,/2015/07/more-meaningful-stories/,301,vertaalde fallback
/es/2015/07/more-meaningful-stories/comment-page-1/,/2015/07/more-meaningful-stories/,301,attachmentpagina
/es/2015/07/more-meaningful-stories/feed/,/2015/07/more-meaningful-stories/,301,attachmentpagina
/es/2015/07/penny-flow/,/2015/07/penny-flow/,301,vertaalde fallback
/es/2015/07/penny-flow/comment-page-1/,/2015/07/penny-flow/,301,attachmentpagina
/es/2015/07/penny-flow/feed/,/2015/07/penny-flow/,301,attachmentpagina
/es/2015/08/kanban-pizza-game/,/2015/08/kanban-pizza-game/,301,vertaalde fallback
/es/2015/08/one-word-retrospective-game/,/2015/08/one-word-retrospective-game/,301,vertaalde fallback
/es/2015/08/one-word-retrospective-game/comment-page-1/,/2015/08/one-word-retrospective-game/,301,attachmentpagina
/es/2015/08/one-word-retrospective-game/feed/,/2015/08/one-word-retrospective-game/,301,attachmentpagina
/es/2015/08/retrospective-darts/,/2015/08/retrospective-darts/,301,vertaalde fallback
/es/2015/08/retrospective-darts/feed/,/2015/08/retrospective-darts/,301,attachmentpagina
/es/2015/08/the-bicycle-game/,/2015/08/the-bicycle-game/,301,vertaalde fallback
/es/2015/08/the-bicycle-game/feed/,/2015/08/the-bicycle-game/,301,attachmentpagina
/es/2015/09/scrumgauntlet/,/2015/09/scrumgauntlet/,301,vertaalde fallback
/es/2015/09/scrumgauntlet/gauntletreqs/,/2015/09/scrumgauntlet/,301,attachmentpagina
/es/2015/09/scrumgauntlet/gauntletreqs/feed/,/2015/09/scrumgauntlet/,301,attachmentpagina
/es/2015/09/scrumgauntlet/positioning-2/,/2015/09/scrumgauntlet/,301,attachmentpagina
/es/2015/09/scrumgauntlet/positioning-2/feed/,/2015/09/scrumgauntlet/,301,attachmentpagina
/es/2015/09/scrumgauntlet/todototest/,/2015/09/scrumgauntlet/,301,attachmentpagina
/es/2015/09/scrumgauntlet/todototest/feed/,/2015/09/scrumgauntlet/,301,attachmentpagina
/es/2015/09/spreadsheet-craftsmanship/,/2015/09/spreadsheet-craftsmanship/,301,vertaalde fallback
/es/2015/10/4-ls/,/2015/10/4-ls/,301,vertaalde fallback
/es/2015/10/4-ls/4ls/,/2015/10/4-ls/,301,attachmentpagina
/es/2015/10/4-ls/feed/,/2015/10/4-ls/,301,attachmentpagina
/es/2015/10/jargonbust/,/2015/10/jargonbust/,301,vertaalde fallback
/es/2015/10/jargonbust/feed/,/2015/10/jargonbust/,301,attachmentpagina
/es/2015/11/silent-collaboration/,/2015/11/silent-collaboration/,301,vertaalde fallback
/es/2015/11/silent-collaboration/feed/,/2015/11/silent-collaboration/,301,attachmentpagina
/es/2015/12/this-sprint-future-o-spective-with-santa-claus/,/2015/12/this-sprint-future-o-spective-with-santa-claus/,301,vertaalde fallback
/es/2015/12/this-sprint-future-o-spective-with-santa-claus/feed/,/2015/12/this-sprint-future-o-spective-with-santa-claus/,301,attachmentpagina
/es/2015/12/this-sprint-future-o-spective-with-santa-claus/wp_20151216_003/,/2015/12/this-sprint-future-o-spective-with-santa-claus/,301,attachmentpagina
/es/2016/01/daily-stand-up-simulation/,/2016/01/daily-stand-up-simulation/,301,vertaalde fallback
/es/2016/01/daily-stand-up-simulation/comment-page-1/,/2016/01/daily-stand-up-simulation/,301,attachmentpagina
/es/2016/01/daily-stand-up-simulation/feed/,/2016/01/daily-stand-up-simulation/,301,attachmentpagina
/es/2016/01/hitting-the-target-business-value-in-mission-focused-organizations/,/2016/01/hitting-the-target-business-value-in-mission-focused-organizations/,301,vertaalde fallback
/es/2016/01/hitting-the-target-business-value-in-mission-focused-organizations/feed/,/2016/01/hitting-the-target-business-value-in-mission-focused-organizations/,301,attachmentpagina
/es/2016/01/the-job-title-game/,/2016/01/the-job-title-game/,301,vertaalde fallback
/es/2016/01/the-job-title-game/feed/,/2016/01/the-job-title-game/,301,attachmentpagina
/es/2016/02/iterative-incremental-big-bang-2/,/2016/02/iterative-incremental-big-bang-2/,301,vertaalde fallback
/es/2016/02/iterative-incremental-big-bang-2/comment-page-1/,/2016/02/iterative-incremental-big-bang-2/,301,attachmentpagina
/es/2016/02/iterative-incremental-big-bang-2/feed/,/2016/02/iterative-incremental-big-bang-2/,301,attachmentpagina
/es/2016/02/the-misemotions-game/,/2016/02/the-misemotions-game/,301,vertaalde fallback
/es/2016/02/the-misemotions-game/feed/,/2016/02/the-misemotions-game/,301,attachmentpagina
/es/2016/02/the-roast/,/2016/02/the-roast/,301,vertaalde fallback
/es/2016/02/the-roast/feed/,/2016/02/the-roast/,301,attachmentpagina
/es/2016/02/try-or-die-the-x-periment/,/2016/02/try-or-die-the-x-periment/,301,vertaalde fallback
/es/2016/02/try-or-die-the-x-periment/comment-page-1/,/2016/02/try-or-die-the-x-periment/,301,attachmentpagina
/es/2016/02/try-or-die-the-x-periment/feed/,/2016/02/try-or-die-the-x-periment/,301,attachmentpagina
/es/2016/03/agile-jenga-testing-game/,/2016/03/agile-jenga-testing-game/,301,vertaalde fallback
/es/2016/03/agile-jenga-testing-game/feed/,/2016/03/agile-jenga-testing-game/,301,attachmentpagina
/es/2016/04/play4agile-north-america-2016-sept-9-11/,/2016/04/play4agile-north-america-2016-sept-9-11/,301,vertaalde fallback
/es/2016/04/play4agile-north-america-2016-sept-9-11/feed/,/2016/04/play4agile-north-america-2016-sept-9-11/,301,attachmentpagina
/es/2016/05/5668/,/2016/05/5668/,301,vertaalde fallback
/es/2016/05/5668/comment-page-1/,/2016/05/5668/,301,attachmentpagina
/es/2016/05/5668/feed/,/2016/05/5668/,301,attachmentpagina
/es/2016/05/n-listen/,/2016/05/n-listen/,301,vertaalde fallback
/es/2016/05/n-listen/feed/,/2016/05/n-listen/,301,attachmentpagina
/es/2016/05/personal-space-workshop/,/2016/05/personal-space-workshop/,301,vertaalde fallback
/es/2016/05/personal-space-workshop/feed/,/2016/05/personal-space-workshop/,301,attachmentpagina
/es/2016/05/throw-the-cat-and-other-objects/,/2016/05/throw-the-cat-and-other-objects/,301,vertaalde fallback
/es/2016/05/throw-the-cat-and-other-objects/feed/,/2016/05/throw-the-cat-and-other-objects/,301,attachmentpagina
/es/2016/06/first-things-first/,/2016/06/first-things-first/,301,vertaalde fallback
/es/2016/06/first-things-first/feed/,/2016/06/first-things-first/,301,attachmentpagina
/es/2016/06/judgement-juggler/,/2016/06/judgement-juggler/,301,vertaalde fallback
/es/2016/06/judgement-juggler/comment-page-1/,/2016/06/judgement-juggler/,301,attachmentpagina
/es/2016/06/judgement-juggler/feed/,/2016/06/judgement-juggler/,301,attachmentpagina
/es/2016/06/paint-the-story-point/,/2016/06/paint-the-story-point/,301,vertaalde fallback
/es/2016/06/paint-the-story-point/comment-page-1/,/2016/06/paint-the-story-point/,301,attachmentpagina
/es/2016/06/paint-the-story-point/feed/,/2016/06/paint-the-story-point/,301,attachmentpagina
/es/2016/06/scrum-card-game/,/2016/06/scrum-card-game/,301,vertaalde fallback
/es/2016/06/scrum-values-roles-card-game/,/2016/06/scrum-values-roles-card-game/,301,vertaalde fallback
/es/2016/06/scrum-values-roles-card-game/cardset/,/2016/06/scrum-values-roles-card-game/,301,attachmentpagina
/es/2016/06/scrum-values-roles-card-game/comment-page-1/,/2016/06/scrum-values-roles-card-game/,301,attachmentpagina
/es/2016/06/the-agile-mindset-workshop/,/2016/06/the-agile-mindset-workshop/,301,vertaalde fallback
/es/2016/06/the-agile-mindset-workshop/feed/,/2016/06/the-agile-mindset-workshop/,301,attachmentpagina
/es/2016/07/nexus-zoo-a-scaling-simulator/,/2016/07/nexus-zoo-a-scaling-simulator/,301,vertaalde fallback
/es/2016/07/nexus-zoo-a-scaling-simulator/feed/,/2016/07/nexus-zoo-a-scaling-simulator/,301,attachmentpagina
/es/2016/07/nexus-zoo-a-scaling-simulator/nexuszoo/,/2016/07/nexus-zoo-a-scaling-simulator/,301,attachmentpagina
/es/2016/07/scrum-simulation-with-minecraft/,/2016/07/scrum-simulation-with-minecraft/,301,vertaalde fallback
/es/2016/08/pitfalls-possibilities/,/2016/08/pitfalls-possibilities/,301,vertaalde fallback
/es/2016/08/pitfalls-possibilities/feed/,/2016/08/pitfalls-possibilities/,301,attachmentpagina
/es/2016/08/story-cubes-retrospective/,/2016/08/story-cubes-retrospective/,301,vertaalde fallback
/es/2016/08/story-cubes-retrospective/feed/,/2016/08/story-cubes-retrospective/,301,attachmentpagina
/es/2016/09/to-plan-or-not-to-plan/,/2016/09/to-plan-or-not-to-plan/,301,vertaalde fallback
/es/2016/09/to-plan-or-not-to-plan/comment-page-1/,/2016/09/to-plan-or-not-to-plan/,301,attachmentpagina
/es/2016/09/to-plan-or-not-to-plan/feed/,/2016/09/to-plan-or-not-to-plan/,301,attachmentpagina
/es/2016/10/the-coffee-game/,/2016/10/the-coffee-game/,301,vertaalde fallback
/es/2016/10/the-coffee-game/feed/,/2016/10/the-coffee-game/,301,attachmentpagina
/es/2016/12/lego-team-building/,/2016/12/lego-team-building/,301,vertaalde fallback
/es/2016/12/lego-team-building/feed/,/2016/12/lego-team-building/,301,attachmentpagina
/es/2017/01/francais-jeu-des-roles-et-des-responsabilites-de-scrum/,/2017/01/francais-jeu-des-roles-et-des-responsabilites-de-scrum/,301,vertaalde fallback
/es/2017/01/francais-jeu-des-roles-et-des-responsabilites-de-scrum/feed/,/2017/01/francais-jeu-des-roles-et-des-responsabilites-de-scrum/,301,attachmentpagina
/es/2017/02/cards-against-agility/,/2017/02/cards-against-agility/,301,vertaalde fallback
/es/2017/02/cards-against-agility/comment-page-1/,/2017/02/cards-against-agility/,301,attachmentpagina
/es/2017/02/cards-against-agility/feed/,/2017/02/cards-against-agility/,301,attachmentpagina
/es/2017/02/failure-memory-game/,/2017/02/failure-memory-game/,301,vertaalde fallback
/es/2017/02/failure-memory-game/cc-sa4-0-2/,/2017/02/failure-memory-game/,301,attachmentpagina
/es/2017/02/simplicity-in-lego-technical-practices/,/2017/02/simplicity-in-lego-technical-practices/,301,vertaalde fallback
/es/2017/03/x-matrix-jigsaw-puzzle/,/2017/03/x-matrix-jigsaw-puzzle/,301,vertaalde fallback
/es/2017/03/x-matrix-jigsaw-puzzle/feed/,/2017/03/x-matrix-jigsaw-puzzle/,301,attachmentpagina
/es/2017/04/company-profile/,/2017/04/company-profile/,301,vertaalde fallback
/es/2017/04/company-profile/feed/,/2017/04/company-profile/,301,attachmentpagina
/es/2017/04/the-lean-star-game/,/2017/04/the-lean-star-game/,301,vertaalde fallback
/es/2017/04/the-lean-star-game/comment-page-1/,/2017/04/the-lean-star-game/,301,attachmentpagina
/es/2017/04/the-lean-star-game/feed/,/2017/04/the-lean-star-game/,301,attachmentpagina
/es/2017/04/the-lean-star-game/star-connect-2/,/2017/04/the-lean-star-game/,301,attachmentpagina
/es/2017/05/gameception-–-the-team-game-that-creates-itself/,/2017/05/gameception-–-the-team-game-that-creates-itself/,301,vertaalde fallback
/es/2017/05/gameception-–-the-team-game-that-creates-itself/feed/,/2017/05/gameception-–-the-team-game-that-creates-itself/,301,attachmentpagina
/es/2017/05/may-the-4th-force-be-with-you-retrospective/,/2017/05/may-the-4th-force-be-with-you-retrospective/,301,vertaalde fallback
/es/2017/05/may-the-4th-force-be-with-you-retrospective/feed/,/2017/05/may-the-4th-force-be-with-you-retrospective/,301,attachmentpagina
/es/2017/05/scrum-events-cycle/,/2017/05/scrum-events-cycle/,301,vertaalde fallback
/es/2017/05/scrum-events-cycle/feed/,/2017/05/scrum-events-cycle/,301,attachmentpagina
/es/2017/06/lets-take-a-journey-retrospective/,/2017/06/lets-take-a-journey-retrospective/,301,vertaalde fallback
/es/2017/06/the-kanban-silly-tasks-game/,/2017/06/the-kanban-silly-tasks-game/,301,vertaalde fallback
/es/2017/06/the-league-of-extraordinarily-shortsighted-agile-superleaders-retrospective/,/2017/06/the-league-of-extraordinarily-shortsighted-agile-superleaders-retrospective/,301,vertaalde fallback
/es/2017/07/decoration-kanban/,/2017/07/decoration-kanban/,301,vertaalde fallback
/es/2017/07/time-tree-fertilizer-retro/,/2017/07/time-tree-fertilizer-retro/,301,vertaalde fallback
/es/2017/07/time-tree-fertilizer-retro/comment-page-1/,/2017/07/time-tree-fertilizer-retro/,301,attachmentpagina
/es/2017/07/time-tree-fertilizer-retro/feed/,/2017/07/time-tree-fertilizer-retro/,301,attachmentpagina
/es/2017/09/cardunit-a-unit-testing-simulation/,/2017/09/cardunit-a-unit-testing-simulation/,301,vertaalde fallback
/es/2017/09/positive-change-canvas/,/2017/09/positive-change-canvas/,301,vertaalde fallback
/es/2017/09/positive-change-canvas/feed/,/2017/09/positive-change-canvas/,301,attachmentpagina
/es/2017/09/the-large-scale-scrum-less-dynamics-game/,/2017/09/the-large-scale-scrum-less-dynamics-game/,301,vertaalde fallback
/es/2017/10/deep-dive-into-kanban-essentials-using-donut-making/,/2017/10/deep-dive-into-kanban-essentials-using-donut-making/,301,vertaalde fallback
/es/2017/10/sinking-islands/,/2017/10/sinking-islands/,301,vertaalde fallback
/es/2017/10/the-core-beliefs-of-waterfall-agile-and-lean/,/2017/10/the-core-beliefs-of-waterfall-agile-and-lean/,301,vertaalde fallback
/es/2017/10/the-core-beliefs-of-waterfall-agile-and-lean/comment-page-1/,/2017/10/the-core-beliefs-of-waterfall-agile-and-lean/,301,attachmentpagina
/es/2017/10/the-core-beliefs-of-waterfall-agile-and-lean/feed/,/2017/10/the-core-beliefs-of-waterfall-agile-and-lean/,301,attachmentpagina
/es/2017/12/core-scrum-game/,/2017/12/core-scrum-game/,301,vertaalde fallback
/es/2018/01/the-fast-and-the-furious-and-other-fs-retrospective-activity/,/2018/01/the-fast-and-the-furious-and-other-fs-retrospective-activity/,301,vertaalde fallback
/es/2018/02/kitchen-prioritization/,/2018/02/kitchen-prioritization/,301,vertaalde fallback
/es/2018/03/dice-of-debt/,/2018/03/dice-of-debt/,301,vertaalde fallback
/es/2018/04/pass-the-perfection/,/2018/04/pass-the-perfection/,301,vertaalde fallback
/es/2018/05/sprint-simulation-scrum-practice-game/,/2018/05/sprint-simulation-scrum-practice-game/,301,vertaalde fallback
/es/2018/06/sequence-an-agile-integration-game/,/2018/06/sequence-an-agile-integration-game/,301,vertaalde fallback
/es/2018/07/a-non-it-scrum-simulation-game-learn-scrum-and-self-organizing-through-a-game/,/2018/07/a-non-it-scrum-simulation-game-learn-scrum-and-self-organizing-through-a-game/,301,vertaalde fallback
/es/2018/07/a-non-it-scrum-simulation-game-learn-scrum-and-self-organizing-through-a-game/feed/,/2018/07/a-non-it-scrum-simulation-game-learn-scrum-and-self-organizing-through-a-game/,301,attachmentpagina
/es/2018/07/check-your-mindset/,/2018/07/check-your-mindset/,301,vertaalde fallback
/es/2018/07/check-your-mindset/feed/,/2018/07/check-your-mindset/,301,attachmentpagina
/es/2018/07/the-feedback-game/,/2018/07/the-feedback-game/,301,vertaalde fallback
/es/2018/07/the-feedback-game/feed/,/2018/07/the-feedback-game/,301,attachmentpagina
/es/2018/08/the-matchup-canvas/,/2018/08/the-matchup-canvas/,301,vertaalde fallback
/es/2018/08/the-spark-engine/,/2018/08/the-spark-engine/,301,vertaalde fallback
/es/2018/08/the-spark-engine/comment-page-1/,/2018/08/the-spark-engine/,301,attachmentpagina
/es/2018/08/the-spark-engine/feed/,/2018/08/the-spark-engine/,301,attachmentpagina
/es/2018/09/heart-of-agile-psychic-handshake/,/2018/09/heart-of-agile-psychic-handshake/,301,vertaalde fallback
/es/2018/11/core-less-game/,/2018/11/core-less-game/,301,vertaalde fallback
/es/2018/12/valuable-paper-airplanes/,/2018/12/valuable-paper-airplanes/,301,vertaalde fallback
/es/2019/01/witches-cooking-reunion/,/2019/01/witches-cooking-reunion/,301,vertaalde fallback
/es/author/4agile/,/author/4agile-pl/,301,auteurarchief in andere taal
/es/author/aaturuit-com/,/author/uruit-agile-adoption-team/,301,auteurarchief in andere taal
/es/author/abi-bellgmail-com/,/author/abi-bellamkonda/,301,auteurarchief in andere taal
/es/author/about/,,410,auteurarchief zonder gemigreerd record
/es/author/admin/,/author/michael-mccullough/,301,auteurarchief in andere taal
/es/author/agiledoodgmail-com/,/author/jason-little/,301,auteurarchief in andere taal
/es/author/agileinitiativesgmail-com/,/author/gretchen-knode/,301,auteurarchief in andere taal
/es/author/agileschoolsgmail-com/,/author/john-miller/,301,auteurarchief in andere taal
/es/author/agilityteamduo-nl/,/author/duo-agilityteam/,301,auteurarchief in andere taal
/es/author/agillero/,/author/agillero/,301,auteurarchief in andere taal
/es/author/agiludic/,/author/olaf-bublitz/,301,auteurarchief in andere taal
/es/author/ahilesblueyonder-co-uk/,/author/andy-hiles/,301,auteurarchief in andere taal
/es/author/aleem-khan360pmo-com/,/author/aleem-khan/,301,auteurarchief in andere taal
/es/author/alexb/,/author/alex-boutin/,301,auteurarchief in andere taal
/es/author/alexey-pikulevagiletech-ru/,/author/alexey-pikulev/,301,auteurarchief in andere taal
/es/author/alexeykrivitskygmail-com/,/author/alexey-krivitsky/,301,auteurarchief in andere taal
/es/author/amr-noamangmail-com/,/author/amr-noaman/,301,auteurarchief in andere taal
/es/author/andrewjcharltonhotmail-com/,/author/andrew-charlton/,301,auteurarchief in andere taal
/es/author/andrewruslinghotmail-com/,/author/andrew-rusling/,301,auteurarchief in andere taal
/es/author/anukhendry/,/author/anukhendry/,301,auteurarchief in andere taal
/es/author/artsintersticesgmail-com/,/author/elinor-slomba/,301,auteurarchief in andere taal
/es/author/attarian-samangmail-com/,/author/saman-attarian/,301,auteurarchief in andere taal
/es/author/b-scharlauabdn-ac-uk/,/author/b-scharlau-abdn-ac-uk/,301,auteurarchief in andere taal
/es/author/belindabeingagile-co-uk/,/author/belinda-waldock/,301,auteurarchief in andere taal
/es/author/bencarey/,/author/ben-carey/,301,auteurarchief in andere taal
/es/author/blakesoulofscrum-com/,/author/blake-mcmillan/,301,auteurarchief in andere taal
/es/author/brunot-nicolasgmail-com/,/author/nicolas-brunot/,301,auteurarchief in andere taal
/es/author/bryan_foleyatt-net/,/author/bryan-f/,301,auteurarchief in andere taal
/es/author/carolina-gorositogmail-com/,/author/carolina-gorosito/,301,auteurarchief in andere taal
/es/author/cesarioagilix-nl/,/author/cesario-ramos/,301,auteurarchief in andere taal
/es/author/cetidata-pl/,/author/adam-cetnerowski/,301,auteurarchief in andere taal
/es/author/chrisdeniaud-eu/,/author/chris-deniaud/,301,auteurarchief in andere taal
/es/author/colleen-esposito/,/author/colleen-esposito/,301,auteurarchief in andere taal
/es/author/craig-browncraigwbrown-net/,,410,auteurarchief zonder gemigreerd record
/es/author/craigstrongandagile-co-uk/,/author/craig-strong/,301,auteurarchief in andere taal
/es/author/cramtirolf/,/author/marc-florit/,301,auteurarchief in andere taal
/es/author/d-andre-dhondtgmail-com/,/author/andre-dhondt/,301,auteurarchief in andere taal
/es/author/daamonpgmail-com/,/author/daamon-parker/,301,auteurarchief in andere taal
/es/author/danginngmail-com/,/author/dan-ginn/,301,auteurarchief in andere taal
/es/author/david_kanehouseofyin-com/,/author/david-kane/,301,auteurarchief in andere taal
/es/author/davidscrumandkanban-co-uk/,/author/david-lowe/,301,auteurarchief in andere taal
/es/author/ddwebgate-ltd-uk/,/author/derek-davidson/,301,auteurarchief in andere taal
/es/author/debashis2507/,/author/debashis2507/,301,auteurarchief in andere taal
/es/author/debdeborahpreuss-com/,/author/deborah-hartmann-preuss/,301,auteurarchief in andere taal
/es/author/deepakjsfwltd-co-uk/,/author/deepak-joshi/,301,auteurarchief in andere taal
/es/author/dennis-somervillegmail-com/,/author/dennis-somerville/,301,auteurarchief in andere taal
/es/author/dinamaria/,/author/dinamaria/,301,auteurarchief in andere taal
/es/author/dkoontz/,/author/david-koontz/,301,auteurarchief in andere taal
/es/author/docanotherthought-com/,/author/doc-list/,301,auteurarchief in andere taal
/es/author/don/,/author/don-mcgreal/,301,auteurarchief in andere taal
/es/author/doug-husovskygmail-com/,/author/doug-husovsky/,301,auteurarchief in andere taal
/es/author/dpylayevagmail-com/,/author/dana-pylayeva/,301,auteurarchief in andere taal
/es/author/dschilli/,/author/dschilli/,301,auteurarchief in andere taal
/es/author/edbruingmail-com/,/author/e-bruin/,301,auteurarchief in andere taal
/es/author/egrove/,/author/ellen-grove/,301,auteurarchief in andere taal
/es/author/ellenebgconsulting-com/,/author/ellen-gottesdiener/,301,auteurarchief in andere taal
/es/author/eloise-pelsergmail-com/,/author/eloise-pelser/,301,auteurarchief in andere taal
/es/author/embedded-agility/,/author/embedded-agility/,301,auteurarchief in andere taal
/es/author/emel-siegeloutlook-com/,/author/emel-siegel/,301,auteurarchief in andere taal
/es/author/erichbuhlerhotmail-com/,/author/erich-buhler/,301,auteurarchief in andere taal
/es/author/erwinkoogh-com/,/author/erwin-van-der-koogh/,301,auteurarchief in andere taal
/es/author/eylul-c/,/author/eylul-c/,301,auteurarchief in andere taal
/es/author/fabrice-aimettigmail-com/,/author/fabrice-aimetti/,301,auteurarchief in andere taal
/es/author/fancydevgmail-com/,/author/illya-pavlichenko/,301,auteurarchief in andere taal
/es/author/fredrikwendt-se/,/author/fredrik-wendt/,301,auteurarchief in andere taal
/es/author/gameover/,/author/gameover/,301,auteurarchief in andere taal
/es/author/geoffwatts/,/author/geoff-watts/,301,auteurarchief in andere taal
/es/author/gregory-alexandregoood-pro/,/author/gregory-alexandre/,301,auteurarchief in andere taal
/es/author/haritochka2-com/,/author/haralambi-haralambiev/,301,auteurarchief in andere taal
/es/author/heitor/,/author/heitor-filho/,301,auteurarchief in andere taal
/es/author/hgjpennartzyahoo-com/,/author/rik-pennartz/,301,auteurarchief in andere taal
/es/author/hugo-emondgmail-com/,/author/hugo-emond/,301,auteurarchief in andere taal
/es/author/infojesusmendez-ca/,/author/jesus-mendez/,301,auteurarchief in andere taal
/es/author/ivo-peksensgmail-com/,/author/ivo-peksens/,301,auteurarchief in andere taal
/es/author/jaap-dekkingagmail-com/,/author/jaap-dekkinga/,301,auteurarchief in andere taal
/es/author/jameshurricanefour-com/,/author/james-scrimshire/,301,auteurarchief in andere taal
/es/author/jason-hallcgmail-com/,/author/jason-hall/,301,auteurarchief in andere taal
/es/author/jason-t-knightgmail-com/,/author/jason-knight/,301,auteurarchief in andere taal
/es/author/javamvgmail-com/,/author/slava-moskalenko/,301,auteurarchief in andere taal
/es/author/jeremy-willetsonbase-com/,/author/jeremy-willets/,301,auteurarchief in andere taal
/es/author/joerim/,/author/joerim/,301,auteurarchief in andere taal
/es/author/johng/,/author/johng/,301,auteurarchief in andere taal
/es/author/jonathanbitwix-com/,/author/jonathan-clarke/,301,auteurarchief in andere taal
/es/author/jonnorthernshoreconsulting-co-uk/,/author/jon-mcnestrie/,301,auteurarchief in andere taal
